Date	Communication Services
2017-01-01	
2017-01-02	
2017-01-03	
2017-01-04	
2017-01-05	
2017-01-06	
2017-01-07	
2017-01-08	
2017-01-09	
2017-01-10	
2017-01-11	
2017-01-12	
2017-01-13	
2017-01-14	
2017-01-15	
2017-01-16	
2017-01-17	
2017-01-18	
2017-01-19	
2017-01-20	
2017-01-21	
2017-01-22	
2017-01-23	
2017-01-24	
2017-01-25	
2017-01-26	
2017-01-27	
2017-01-28	
2017-01-29	
2017-01-30	
2017-01-31	
2017-02-01	
2017-02-02	
2017-02-03	
2017-02-04	
2017-02-05	
2017-02-06	
2017-02-07	
2017-02-08	
2017-02-09	
2017-02-10	
2017-02-11	
2017-02-12	
2017-02-13	
2017-02-14	
2017-02-15	
2017-02-16	
2017-02-17	
2017-02-18	
2017-02-19	
2017-02-20	
2017-02-21	
2017-02-22	
2017-02-23	
2017-02-24	
2017-02-25	
2017-02-26	
2017-02-27	
2017-02-28	
2017-03-01	
2017-03-02	
2017-03-03	
2017-03-04	
2017-03-05	
2017-03-06	
2017-03-07	
2017-03-08	
2017-03-09	
2017-03-10	
2017-03-11	
2017-03-12	
2017-03-13	
2017-03-14	
2017-03-15	
2017-03-16	
2017-03-17	
2017-03-18	
2017-03-19	
2017-03-20	
2017-03-21	
2017-03-22	
2017-03-23	
2017-03-24	
2017-03-25	
2017-03-26	
2017-03-27	
2017-03-28	
2017-03-29	
2017-03-30	
2017-03-31	
2017-04-01	
2017-04-02	
2017-04-03	
2017-04-04	
2017-04-05	
2017-04-06	
2017-04-07	
2017-04-08	
2017-04-09	
2017-04-10	
2017-04-11	
2017-04-12	
2017-04-13	
2017-04-14	
2017-04-15	
2017-04-16	
2017-04-17	
2017-04-18	
2017-04-19	
2017-04-20	
2017-04-21	
2017-04-22	
2017-04-23	
2017-04-24	
2017-04-25	
2017-04-26	
2017-04-27	
2017-04-28	
2017-04-29	
2017-04-30	
2017-05-01	
2017-05-02	
2017-05-03	
2017-05-04	
2017-05-05	
2017-05-06	
2017-05-07	
2017-05-08	
2017-05-09	
2017-05-10	
2017-05-11	
2017-05-12	
2017-05-13	
2017-05-14	
2017-05-15	
2017-05-16	
2017-05-17	
2017-05-18	
2017-05-19	
2017-05-20	
2017-05-21	
2017-05-22	
2017-05-23	
2017-05-24	
2017-05-25	
2017-05-26	
2017-05-27	
2017-05-28	
2017-05-29	
2017-05-30	
2017-05-31	
2017-06-01	
2017-06-02	
2017-06-03	
2017-06-04	
2017-06-05	
2017-06-06	
2017-06-07	
2017-06-08	
2017-06-09	
2017-06-10	
2017-06-11	
2017-06-12	
2017-06-13	
2017-06-14	
2017-06-15	
2017-06-16	
2017-06-17	
2017-06-18	
2017-06-19	
2017-06-20	
2017-06-21	
2017-06-22	
2017-06-23	
2017-06-24	
2017-06-25	
2017-06-26	
2017-06-27	
2017-06-28	
2017-06-29	
2017-06-30	
2017-07-01	
2017-07-02	
2017-07-03	
2017-07-04	
2017-07-05	
2017-07-06	
2017-07-07	
2017-07-08	
2017-07-09	
2017-07-10	
2017-07-11	
2017-07-12	
2017-07-13	
2017-07-14	
2017-07-15	
2017-07-16	
2017-07-17	
2017-07-18	
2017-07-19	
2017-07-20	
2017-07-21	
2017-07-22	
2017-07-23	
2017-07-24	
2017-07-25	
2017-07-26	
2017-07-27	
2017-07-28	
2017-07-29	
2017-07-30	
2017-07-31	
2017-08-01	
2017-08-02	
2017-08-03	
2017-08-04	
2017-08-05	
2017-08-06	
2017-08-07	
2017-08-08	
2017-08-09	
2017-08-10	
2017-08-11	
2017-08-12	
2017-08-13	
2017-08-14	
2017-08-15	
2017-08-16	
2017-08-17	
2017-08-18	
2017-08-19	
2017-08-20	
2017-08-21	
2017-08-22	
2017-08-23	
2017-08-24	
2017-08-25	
2017-08-26	
2017-08-27	
2017-08-28	
2017-08-29	
2017-08-30	
2017-08-31	
2017-09-01	
2017-09-02	
2017-09-03	
2017-09-04	
2017-09-05	-0.226770369373
2017-09-06	-0.223687708594
2017-09-07	-0.220812624096
2017-09-08	-0.222745832237
2017-09-09	-0.214898426453
2017-09-10	-0.214184110475
2017-09-11	-0.213188182402
2017-09-12	-0.211590746034
2017-09-13	-0.202731245715
2017-09-14	-0.201258068299
2017-09-15	-0.202847546435
2017-09-16	-0.20093981949
2017-09-17	-0.201584105094
2017-09-18	-0.20349972378
2017-09-19	-0.197772777432
2017-09-20	-0.199240472463
2017-09-21	-0.1963191015
2017-09-22	-0.197902644402
2017-09-23	-0.199675956805
2017-09-24	-0.202683605805
2017-09-25	-0.202985715484
2017-09-26	-0.200987021893
2017-09-27	-0.200005273777
2017-09-28	-0.205067185079
2017-09-29	-0.205321124288
2017-09-30	-0.203937025013
2017-10-01	-0.206338296128
2017-10-02	-0.215690441349
2017-10-03	-0.22350767789
2017-10-04	-0.228253038814
2017-10-05	
2017-10-06	
2017-10-07	
2017-10-08	
2017-10-09	
2017-10-10	
2017-10-11	
2017-10-12	
2017-10-13	
2017-10-14	
2017-10-15	
2017-10-16	
2017-10-17	
2017-10-18	
2017-10-19	
2017-10-20	
2017-10-21	
2017-10-22	
2017-10-23	
2017-10-24	
2017-10-25	
2017-10-26	
2017-10-27	
2017-10-28	
2017-10-29	
2017-10-30	
2017-10-31	
2017-11-01	
2017-11-02	
2017-11-03	
2017-11-04	
2017-11-05	
2017-11-06	
2017-11-07	
2017-11-08	
2017-11-09	
2017-11-10	
2017-11-11	
2017-11-12	
2017-11-13	
2017-11-14	
2017-11-15	
2017-11-16	
2017-11-17	-0.0239238645933
2017-11-18	-0.0239440594588
2017-11-19	-0.0119594272759
2017-11-20	-0.0155637999075
2017-11-21	-0.00115371509454
2017-11-22	-0.000208383475494
2017-11-23	-0.00339779816716
2017-11-24	-0.00717017701947
2017-11-25	-0.00494815243581
2017-11-26	0.000639508119746
2017-11-27	-0.0122948654803
2017-11-28	-0.00662444888951
2017-11-29	-0.0133789112319
2017-11-30	-0.0114927425307
2017-12-01	-0.00911033897998
2017-12-02	-0.011940114696
2017-12-03	-0.0160384993257
2017-12-04	-0.0180068725284
2017-12-05	-0.0169132508555
2017-12-06	-0.0197861255305
2017-12-07	-0.0212568242264
2017-12-08	-0.0263886950829
2017-12-09	-0.0319746325914
2017-12-10	-0.0341487174096
2017-12-11	-0.0391679065296
2017-12-12	-0.043418047895
2017-12-13	-0.0456707840145
2017-12-14	-0.0452258861761
2017-12-15	-0.046879184139
2017-12-16	-0.0475924596483
2017-12-17	
2017-12-18	
2017-12-19	
2017-12-20	
2017-12-21	
2017-12-22	
2017-12-23	
2017-12-24	
2017-12-25	
2017-12-26	
2017-12-27	
2017-12-28	
2017-12-29	
2017-12-30	
2017-12-31	
2018-01-01	
2018-01-02	
2018-01-03	
2018-01-04	
2018-01-05	
2018-01-06	
2018-01-07	
2018-01-08	
2018-01-09	
2018-01-10	
2018-01-11	
2018-01-12	
2018-01-13	
2018-01-14	
2018-01-15	
2018-01-16	
2018-01-17	
2018-01-18	
2018-01-19	
2018-01-20	
2018-01-21	
2018-01-22	
2018-01-23	
2018-01-24	
2018-01-25	
2018-01-26	
2018-01-27	
2018-01-28	
2018-01-29	
2018-01-30	
2018-01-31	
2018-02-01	
2018-02-02	
2018-02-03	
2018-02-04	
2018-02-05	
2018-02-06	
2018-02-07	
2018-02-08	
2018-02-09	
2018-02-10	
2018-02-11	
2018-02-12	
2018-02-13	
2018-02-14	
2018-02-15	
2018-02-16	
2018-02-17	
2018-02-18	
2018-02-19	
2018-02-20	
2018-02-21	
2018-02-22	
2018-02-23	
2018-02-24	
2018-02-25	
2018-02-26	
2018-02-27	
2018-02-28	
2018-03-01	
2018-03-02	
2018-03-03	
2018-03-04	
2018-03-05	
2018-03-06	
2018-03-07	
2018-03-08	0.0373059565004
2018-03-09	0.0390176038772
2018-03-10	0.0463638647772
2018-03-11	0.0369977164439
2018-03-12	0.0367790981476
2018-03-13	0.043915616346
2018-03-14	0.0493119533651
2018-03-15	0.0496933315739
2018-03-16	-0.155465700232
2018-03-17	-0.157953286957
2018-03-18	-0.163317733404
2018-03-19	-0.167500955836
2018-03-20	-0.164888450796
2018-03-21	-0.164517012811
2018-03-22	-0.16832448342
2018-03-23	-0.16490313578
2018-03-24	-0.156052256814
2018-03-25	-0.154075795209
2018-03-26	-0.157570317263
2018-03-27	-0.157487140002
2018-03-28	-0.148030279069
2018-03-29	-0.138804712529
2018-03-30	-0.146626956495
2018-03-31	-0.147085889171
2018-04-01	-0.149273900245
2018-04-02	-0.147600994124
2018-04-03	-0.150066867794
2018-04-04	-0.152333204001
