Date	Financials
2017-01-01	0.0258310825302
2017-01-02	0.0349538819268
2017-01-03	
2017-01-04	
2017-01-05	
2017-01-06	
2017-01-07	
2017-01-08	
2017-01-09	
2017-01-10	
2017-01-11	
2017-01-12	
2017-01-13	
2017-01-14	
2017-01-15	
2017-01-16	
2017-01-17	
2017-01-18	
2017-01-19	
2017-01-20	
2017-01-21	
2017-01-22	
2017-01-23	
2017-01-24	0.16455377197
2017-01-25	0.156939182809
2017-01-26	0.14863060753
2017-01-27	0.147010728983
2017-01-28	0.149944831648
2017-01-29	0.14976035968
2017-01-30	0.152194802395
2017-01-31	
2017-02-01	
2017-02-02	
2017-02-03	
2017-02-04	
2017-02-05	
2017-02-06	
2017-02-07	
2017-02-08	
2017-02-09	
2017-02-10	
2017-02-11	
2017-02-12	
2017-02-13	
2017-02-14	
2017-02-15	
2017-02-16	-0.726058473441
2017-02-17	-0.732864192482
2017-02-18	-0.70873909624
2017-02-19	-0.671700464226
2017-02-20	-0.655160289556
2017-02-21	-0.657983885981
2017-02-22	-0.653331220338
2017-02-23	
2017-02-24	
2017-02-25	
2017-02-26	
2017-02-27	
2017-02-28	
2017-03-01	
2017-03-02	
2017-03-03	
2017-03-04	
2017-03-05	
2017-03-06	
2017-03-07	
2017-03-08	
2017-03-09	
2017-03-10	
2017-03-11	
2017-03-12	
2017-03-13	
2017-03-14	
2017-03-15	
2017-03-16	
2017-03-17	
2017-03-18	
2017-03-19	
2017-03-20	
2017-03-21	
2017-03-22	
2017-03-23	
2017-03-24	
2017-03-25	
2017-03-26	
2017-03-27	
2017-03-28	
2017-03-29	
2017-03-30	
2017-03-31	0.280580099826
2017-04-01	0.293296165935
2017-04-02	0.291304575334
2017-04-03	0.282989091378
2017-04-04	0.270246775339
2017-04-05	0.272838855636
2017-04-06	0.267377535248
2017-04-07	
2017-04-08	
2017-04-09	
2017-04-10	
2017-04-11	
2017-04-12	
2017-04-13	
2017-04-14	
2017-04-15	
2017-04-16	
2017-04-17	
2017-04-18	
2017-04-19	
2017-04-20	
2017-04-21	
2017-04-22	
2017-04-23	
2017-04-24	
2017-04-25	
2017-04-26	
2017-04-27	
2017-04-28	
2017-04-29	
2017-04-30	
2017-05-01	
2017-05-02	
2017-05-03	
2017-05-04	-0.531381425748
2017-05-05	-0.528944574681
2017-05-06	-0.542495289655
2017-05-07	-0.546903050181
2017-05-08	-0.557739759785
2017-05-09	-0.561283669126
2017-05-10	-0.563956583709
2017-05-11	
2017-05-12	
2017-05-13	
2017-05-14	
2017-05-15	
2017-05-16	
